question,db,lbl,sql,diff,related_tab_cnts,answer,related_tabs
Compute the average score of the university located in Brazil.,university,1,SELECT AVG(T2.score) FROM university AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.university_id INNER JOIN country AS T3 ON T3.id = T1.country_id WHERE T3.country_name = 'Brazil',,3,439.12666666666667,university#sep#university#sep#university [TAB] university#sep#country#sep#country [TAB] university#sep#university_ranking_year#sep#university_ranking_year0 [TAB] university#sep#university_ranking_year#sep#university_ranking_year2 [TAB] university#sep#university_ranking_year#sep#university_ranking_year5 [TAB] university#sep#university_ranking_year#sep#university_ranking_year4 [TAB] university#sep#university_ranking_year#sep#university_ranking_year10 [TAB] university#sep#university_ranking_year#sep#university_ranking_year14 [TAB] university#sep#university_ranking_year#sep#university_ranking_year1 [TAB] university#sep#university_ranking_year#sep#university_ranking_year11 [TAB] university#sep#university_ranking_year#sep#university_ranking_year12 [TAB] university#sep#university_ranking_year#sep#university_ranking_year9 [TAB] university#sep#university_ranking_year#sep#university_ranking_year6 [TAB] university#sep#university_ranking_year#sep#university_ranking_year13 [TAB] university#sep#university_ranking_year#sep#university_ranking_year8 [TAB] university#sep#university_ranking_year#sep#university_ranking_year7 [TAB] university#sep#university_ranking_year#sep#university_ranking_year3
"In Argentina, how many universities are there?",university,1,SELECT COUNT(*) FROM university AS T1 INNER JOIN country AS T2 ON T1.country_id = T2.id WHERE T2.country_name = 'Argentina',,2,4.0,university#sep#university#sep#university [TAB] university#sep#country#sep#country
How many criteria are associated with ranking system Center for World University Rankings?,university,1,SELECT COUNT(T2.criteria_name) FROM ranking_system AS T1 INNER JOIN ranking_criteria AS T2 ON T1.id = T2.ranking_system_id WHERE T1.system_name = 'Center for World University Rankings',,2,8.0,university#sep#ranking_system#sep#ranking_system [TAB] university#sep#ranking_criteria
"Among the universities in Australia, how many of them have more than 15000 students in 2011?",university,11,SELECT COUNT(*) FROM university AS T1 INNER JOIN university_year AS T2 ON T1.id = T2.university_id INNER JOIN country AS T3 ON T3.id = T1.country_id WHERE T3.country_name = 'Australia' AND T2.year = 2011 AND T2.num_students > 15000,,3,6.0,university#sep#university#sep#university [TAB] university#sep#country#sep#country [TAB] university#sep#university_year#sep#university_year_basic1 [TAB] university#sep#university_year#sep#university_year_basic8 [TAB] university#sep#university_year#sep#university_year_basic12 [TAB] university#sep#university_year#sep#university_year_basic5 [TAB] university#sep#university_year#sep#university_year_basic14 [TAB] university#sep#university_year#sep#university_year_basic13 [TAB] university#sep#university_year#sep#university_year_basic15 [TAB] university#sep#university_year#sep#university_year_basic9 [TAB] university#sep#university_year#sep#university_year_basic7 [TAB] university#sep#university_year#sep#university_year_basic4 [TAB] university#sep#university_year#sep#university_year_basic10 [TAB] university#sep#university_year#sep#university_year_basic0 [TAB] university#sep#university_year#sep#university_year_basic11 [TAB] university#sep#university_year#sep#university_year_basic6 [TAB] university#sep#university_year#sep#university_year_basic2 [TAB] university#sep#university_year#sep#university_year_basic3
How many Turkish universities are there in the database?,university,1,SELECT COUNT(*) FROM university AS T1 INNER JOIN country AS T2 ON T1.country_id = T2.id WHERE T2.country_name = 'Turkey',,2,15.0,university#sep#university#sep#university [TAB] university#sep#country#sep#country
How many students were there in University of Michigan in 2011?,university,11,SELECT COUNT(*) FROM university AS T1 INNER JOIN university_year AS T2 ON T1.id = T2.university_id WHERE T1.university_name = 'University of Michigan' AND T2.year = 2011,,2,1.0,university#sep#university#sep#university [TAB] university#sep#university_year#sep#university_year_demographics3 [TAB] university#sep#university_year#sep#university_year_demographics5 [TAB] university#sep#university_year#sep#university_year_basic1 [TAB] university#sep#university_year#sep#university_year_basic8 [TAB] university#sep#university_year#sep#university_year_basic12 [TAB] university#sep#university_year#sep#university_year_basic5 [TAB] university#sep#university_year#sep#university_year_demographics1 [TAB] university#sep#university_year#sep#university_year_basic14 [TAB] university#sep#university_year#sep#university_year_demographics4 [TAB] university#sep#university_year#sep#university_year_basic13 [TAB] university#sep#university_year#sep#university_year_basic15 [TAB] university#sep#university_year#sep#university_year_basic9 [TAB] university#sep#university_year#sep#university_year_basic7 [TAB] university#sep#university_year#sep#university_year_basic4 [TAB] university#sep#university_year#sep#university_year_demographics0 [TAB] university#sep#university_year#sep#university_year_basic10 [TAB] university#sep#university_year#sep#university_year_basic0 [TAB] university#sep#university_year#sep#university_year_basic11 [TAB] university#sep#university_year#sep#university_year_basic6 [TAB] university#sep#university_year#sep#university_year_basic2 [TAB] university#sep#university_year#sep#university_year_basic3 [TAB] university#sep#university_year#sep#university_year_demographics2
"Calculate the average number of criterias among ""Times Higher Education World University Ranking"",""Shanghai Ranking"" and ""Center for World University Rankings"".",university,0,SELECT (SUM(CASE WHEN T1.system_name = 'Center for World University Rankings' THEN 1 ELSE 0 END) + SUM(CASE WHEN T1.system_name = 'Shanghai Ranking' THEN 1 ELSE 0 END) + SUM(CASE WHEN T1.system_name = 'Times Higher Education World University Ranking' THEN 1 ELSE 0 END)) / 3 FROM ranking_system AS T1 INNER JOIN ranking_criteria AS T2 ON T1.id = T2.ranking_system_id,,2,7.0,university#sep#ranking_system#sep#ranking_system [TAB] university#sep#ranking_criteria#sep#ranking_criteria
What is the total number of ranking criteria under the ranking system called Shanghai Ranking?,university,10,SELECT COUNT(*) FROM ranking_system AS T1 INNER JOIN ranking_criteria AS T2 ON T1.id = T2.ranking_system_id WHERE T1.system_name = 'Shanghai Ranking',,2,7.0,university#sep#ranking_system#sep#ranking_system [TAB] university#sep#ranking_criteria#sep#ranking_criteria
How many universities are located in Japan?,university,1,SELECT COUNT(*) FROM university AS T1 INNER JOIN country AS T2 ON T1.country_id = T2.id WHERE T2.country_name = 'Japan',,2,81.0,university#sep#university#sep#university [TAB] university#sep#country#sep#country
How many universities scored 40 in teaching criteria?,university,11,SELECT COUNT(*) FROM ranking_criteria AS T1 INNER JOIN university_ranking_year AS T2 ON T1.id = T2.ranking_criteria_id WHERE T2.score = 40 AND T1.criteria_name = 'Teaching' AND T2.score = 40,,2,35.0,university#sep#university_ranking_year#sep#university_ranking_year0 [TAB] university#sep#university_ranking_year#sep#university_ranking_year2 [TAB] university#sep#university_ranking_year#sep#university_ranking_year5 [TAB] university#sep#university_ranking_year#sep#university_ranking_year4 [TAB] university#sep#university_ranking_year#sep#university_ranking_year10 [TAB] university#sep#university_ranking_year#sep#university_ranking_year14 [TAB] university#sep#university_ranking_year#sep#university_ranking_year1 [TAB] university#sep#university_ranking_year#sep#university_ranking_year11 [TAB] university#sep#university_ranking_year#sep#university_ranking_year12 [TAB] university#sep#university_ranking_year#sep#university_ranking_year9 [TAB] university#sep#university_ranking_year#sep#university_ranking_year6 [TAB] university#sep#university_ranking_year#sep#university_ranking_year13 [TAB] university#sep#university_ranking_year#sep#university_ranking_year8 [TAB] university#sep#university_ranking_year#sep#university_ranking_year7 [TAB] university#sep#university_ranking_year#sep#university_ranking_year3 [TAB] university#sep#ranking_criteria
On how many days with the max temperature over 90 did the sale of item no.5 in store no.3 exceed 100?,sales_in_weather,110,"SELECT SUM(CASE WHEN units > 100 THEN 1 ELSE 0 END) AS count FROM sales_in_weather AS T1 INNER JOIN relation AS T2 ON T1.store_nbr = T2.store_nbr INNER JOIN weather AS T3 ON T2.station_nbr = T3.station_nbr WHERE T2.store_nbr = 3 AND SUBSTR(T1.`date`, 1, 4) = '2012' AND T1.item_nbr = 5 AND tmax > 90",,3,12566.0,sales_in_weather#sep#relation#sep#relation [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather6 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather4 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather14 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather3 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather5 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather13 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather15 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather1 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather9 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather16 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather7 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather8 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather17 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather11 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather2 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather10 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather0 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather12 [TAB] sales_in_weather#sep#weather#sep#weather_temperature1 [TAB] sales_in_weather#sep#weather#sep#weather_temperature0 [TAB] sales_in_weather#sep#weather#sep#weather_temperature2 [TAB] sales_in_weather#sep#weather#sep#weather_temperature3 [TAB] sales_in_weather#sep#weather#sep#weather_temperature6 [TAB] sales_in_weather#sep#weather#sep#weather_temperature4 [TAB] sales_in_weather#sep#weather#sep#weather_temperature5
How many stations were able to sell item 5 on January 2014?,sales_in_weather,0,"SELECT COUNT(DISTINCT T2.station_nbr) AS number FROM sales_in_weather AS T1 INNER JOIN relation AS T2 ON T1.store_nbr = T2.store_nbr WHERE SUBSTR(`date`, 1, 7) = '2014-01' AND item_nbr = 5",,2,20.0,sales_in_weather#sep#relation#sep#relation [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather6 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather4 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather14 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather3 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather5 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather13 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather15 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather1 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather9 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather16 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather7 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather8 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather17 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather11 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather2 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather10 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather0 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather12
What is the lowest minimum temperature recorded in store 16 on January 2012?,sales_in_weather,11,SELECT MIN(tmin) FROM weather AS T1 INNER JOIN relation AS T2 ON T1.station_nbr = T2.station_nbr WHERE T2.store_nbr = 16 AND T1.`date` LIKE '%2012-01%',,2,2.0,sales_in_weather#sep#weather#sep#weather_temperature1 [TAB] sales_in_weather#sep#weather#sep#weather_temperature0 [TAB] sales_in_weather#sep#weather#sep#weather_temperature2 [TAB] sales_in_weather#sep#weather#sep#weather_temperature3 [TAB] sales_in_weather#sep#weather#sep#weather_temperature6 [TAB] sales_in_weather#sep#weather#sep#weather_temperature4 [TAB] sales_in_weather#sep#weather#sep#weather_temperature5 [TAB] sales_in_weather#sep#relation#sep#relation
How many units of item 7 have been sold by store 7 when the snow is less than 5 inches?,sales_in_weather,111,SELECT SUM(units) FROM weather AS T1 INNER JOIN relation AS T2 ON T1.station_nbr = T2.station_nbr INNER JOIN sales_in_weather AS T3 ON T2.store_nbr = T3.store_nbr WHERE T2.store_nbr = 7 AND T3.item_nbr = 7 AND T1.snowfall < 5,,3,739746.0,sales_in_weather#sep#weather [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather6 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather4 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather14 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather3 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather5 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather13 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather15 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather1 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather9 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather16 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather7 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather8 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather17 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather11 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather2 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather10 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather0 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather12 [TAB] sales_in_weather#sep#relation#sep#relation
How many items were sold by store 9 during a snowy day?,sales_in_weather,110,SELECT COUNT(DISTINCT item_nbr) FROM weather AS T1 INNER JOIN relation AS T2 ON T1.station_nbr = T2.station_nbr INNER JOIN sales_in_weather AS T3 ON T2.store_nbr = T3.store_nbr WHERE T3.store_nbr = 9 AND T1.snowfall <> 0 AND T1.snowfall IS NOT NULL,,3,111.0,sales_in_weather#sep#weather#sep#weather_precipitation_and_snow8 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow0 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow5 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow7 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow3 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow1 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow10 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow2 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow9 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow4 [TAB] sales_in_weather#sep#weather#sep#weather_precipitation_and_snow6 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather6 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather4 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather14 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather3 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather5 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather13 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather15 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather1 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather9 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather16 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather7 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather8 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather17 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather11 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather2 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather10 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather0 [TAB] sales_in_weather#sep#sales_in_weather#sep#sales_in_weather12 [TAB] sales_in_weather#sep#relation#sep#relation
How many organizations are established in countries where people speak Bosnian?,mondial_geo,1,SELECT COUNT(T2.Name) FROM language AS T1 INNER JOIN organization AS T2 ON T1.Country = T2.Country WHERE T1.Name = 'Bosnian',,2,0.0,mondial_geo#sep#organization [TAB] mondial_geo#sep#language#sep#language1 [TAB] mondial_geo#sep#language#sep#language11 [TAB] mondial_geo#sep#language#sep#language2 [TAB] mondial_geo#sep#language#sep#language6 [TAB] mondial_geo#sep#language#sep#language13 [TAB] mondial_geo#sep#language#sep#language12 [TAB] mondial_geo#sep#language#sep#language0 [TAB] mondial_geo#sep#language#sep#language7 [TAB] mondial_geo#sep#language#sep#language5 [TAB] mondial_geo#sep#language#sep#language8 [TAB] mondial_geo#sep#language#sep#language9 [TAB] mondial_geo#sep#language#sep#language10 [TAB] mondial_geo#sep#language#sep#language3 [TAB] mondial_geo#sep#language#sep#language4
What is the highest infant mortality rate per thousand of the countries whose inflation is under 3?,mondial_geo,1,SELECT MAX(T2.Infant_Mortality) FROM economy AS T1 INNER JOIN population AS T2 ON T1.Country = T2.Country WHERE T1.Inflation < 3,,2,80.5,mondial_geo#sep#population [TAB] mondial_geo#sep#economy#sep#economy_inflation2 [TAB] mondial_geo#sep#economy#sep#economy_inflation0 [TAB] mondial_geo#sep#economy#sep#economy_inflation1 [TAB] mondial_geo#sep#economy#sep#economy_inflation3 [TAB] mondial_geo#sep#economy#sep#economy_inflation4 [TAB] mondial_geo#sep#economy#sep#economy_inflation5 [TAB] mondial_geo#sep#economy#sep#economy_inflation6
"Among the countries whose GDP is over 1000000, how many of them have a population groth rate of over 3%?",mondial_geo,11,SELECT COUNT(T1.Country) FROM economy AS T1 INNER JOIN population AS T2 ON T1.Country = T2.Country WHERE T1.GDP > 1000000 AND T2.Population_Growth > 3,,2,0.0,mondial_geo#sep#population#sep#population6 [TAB] mondial_geo#sep#population#sep#population9 [TAB] mondial_geo#sep#population#sep#population12 [TAB] mondial_geo#sep#population#sep#population8 [TAB] mondial_geo#sep#population#sep#population10 [TAB] mondial_geo#sep#population#sep#population7 [TAB] mondial_geo#sep#population#sep#population4 [TAB] mondial_geo#sep#population#sep#population3 [TAB] mondial_geo#sep#population#sep#population5 [TAB] mondial_geo#sep#population#sep#population2 [TAB] mondial_geo#sep#population#sep#population0 [TAB] mondial_geo#sep#population#sep#population1 [TAB] mondial_geo#sep#population#sep#population11 [TAB] mondial_geo#sep#economy#sep#economy_gdp2 [TAB] mondial_geo#sep#economy#sep#economy_gdp4 [TAB] mondial_geo#sep#economy#sep#economy_gdp7 [TAB] mondial_geo#sep#economy#sep#economy_gdp6 [TAB] mondial_geo#sep#economy#sep#economy_gdp10 [TAB] mondial_geo#sep#economy#sep#economy_gdp5 [TAB] mondial_geo#sep#economy#sep#economy_gdp3 [TAB] mondial_geo#sep#economy#sep#economy_gdp9 [TAB] mondial_geo#sep#economy#sep#economy_gdp8 [TAB] mondial_geo#sep#economy#sep#economy_gdp0 [TAB] mondial_geo#sep#economy#sep#economy_gdp1 [TAB] mondial_geo#sep#economy#sep#economy_gdp11
